Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,gene (exp),instrument_name (run),Instrument,Library Name,library_strategy (exp),LibraryLayout,LibrarySelection,LibrarySource,material_type (exp),Organism,Platform,project (exp),project (run),region (run),ReleaseDate,run_barcode (run),run_name (run),Sample Name,screened (run),SRA Study,work_request (exp),work_request (run),geographic_location_(country_and/or_sea,region),gssr_id (exp),gssr_id (run),isolation_source,lsid (exp),lsid (run),sample_name,strain,Collection_Date,specific_host,sample_type (exp),gssr_ids (exp),gssr_ids (run)
SRR578454,AMPLICON,554,6695118,PRJNA82111,SAMN01737481,15082272,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190627,16S V3-V5 region,pop,454 GS FLX Titanium,99443806,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8252,G8252,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7130,yes,SRP015953,23468,23468,missing,71110.1,71110.1,missing,BROAD:SEQUENCING_SAMPLE:71110.1,BROAD:SEQUENCING_SAMPLE:71110.1,7130,missing,,,,,,
SRR578455,AMPLICON,537,5161484,PRJNA82111,SAMN01737536,11796208,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190662,16S V3-V5 region,pop,454 GS FLX Titanium,99443791,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8264,G8264,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7228,yes,SRP015953,23468,23468,missing,71122.1,71122.1,missing,BROAD:SEQUENCING_SAMPLE:71122.1,BROAD:SEQUENCING_SAMPLE:71122.1,7228,missing,,,,,,
SRR578456,AMPLICON,589,3267921,PRJNA82111,SAMN01737452,7202678,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190682,16S V3-V5 region,pop,454 GS FLX Titanium,99009407,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8089,G8089,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100212,yes,SRP015953,23265,23265,missing,68709.1,68709.1,missing,BROAD:SEQUENCING_SAMPLE:68709.1,BROAD:SEQUENCING_SAMPLE:68709.1,100212,missing,,,,,,
SRR578457,AMPLICON,552,2472379,PRJNA82111,SAMN01737479,5354221,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190542,16S V3-V5 region,pop,454 GS FLX Titanium,85246753,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G3198,G3198,1,2012-10-01T00:00:00Z,7.21452E+11,danasfridayRun721452,PRJNA82111.MGH104504,yes,SRP015953,21011,21011,missing,37084.1,37084.1,Colon,BROAD:SEQUENCING_SAMPLE:37084.1,BROAD:SEQUENCING_SAMPLE:37084.1,MGH104504,missing,26/08/08,,Colon,,,
SRR578458,AMPLICON,560,3525146,PRJNA82111,SAMN01737446,7578556,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190585,16S V3-V5 region,pop,454 GS FLX Titanium,85246750,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G3198,G3198,1,2012-10-01T00:00:00Z,7.21452E+11,danasfridayRun721452,PRJNA82111.MGH100512,yes,SRP015953,21011,21011,missing,37087.1,37087.1,Colon,BROAD:SEQUENCING_SAMPLE:37087.1,BROAD:SEQUENCING_SAMPLE:37087.1,MGH100512,missing,7/08/07,Human,Colon,,,
SRR578459,AMPLICON,301,357455,PRJNA82111,SAMN01737486,1054050,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190590,16S V3-V5 region,pop,454 GS FLX Titanium,99009270,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8150,G8150,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7454,yes,SRP015953,23265,23265,missing,68770.1,68770.1,missing,BROAD:SEQUENCING_SAMPLE:68770.1,BROAD:SEQUENCING_SAMPLE:68770.1,7454,missing,,,,,,
SRR578460,AMPLICON,567,759084,PRJNA82111,SAMN01737562,1729730,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190639,16S V3-V5 region,pop,454 GS FLX Titanium,99009255,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8154,G8154,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7614,yes,SRP015953,23265,23265,missing,68774.1,68774.1,missing,BROAD:SEQUENCING_SAMPLE:68774.1,BROAD:SEQUENCING_SAMPLE:68774.1,7614,missing,,,,,,
SRR578461,AMPLICON,594,2781160,PRJNA82111,SAMN01737424,6159801,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190613,16S V3-V5 region,pop,454 GS FLX Titanium,97797861,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8042,G8042,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100156,yes,SRP015953,23264,23264,missing,68662.1,68662.1,missing,BROAD:SEQUENCING_SAMPLE:68662.1,BROAD:SEQUENCING_SAMPLE:68662.1,100156,missing,,,,,,
SRR578462,AMPLICON,591,3026878,PRJNA82111,SAMN01737593,6695541,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190686,16S V3-V5 region,pop,454 GS FLX Titanium,99009321,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8099,G8099,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100226,yes,SRP015953,23265,23265,missing,68719.1,68719.1,missing,BROAD:SEQUENCING_SAMPLE:68719.1,BROAD:SEQUENCING_SAMPLE:68719.1,100226,missing,,,,,,
SRR578463,AMPLICON,533,6347663,PRJNA82111,SAMN01737523,14533443,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190599,16S V3-V5 region,pop,454 GS FLX Titanium,99443804,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8250,G8250,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7126,yes,SRP015953,23468,23468,missing,71108.1,71108.1,missing,BROAD:SEQUENCING_SAMPLE:71108.1,BROAD:SEQUENCING_SAMPLE:71108.1,7126,missing,,,,,,
SRR578464,AMPLICON,591,2855879,PRJNA82111,SAMN01737471,6307135,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190656,16S V3-V5 region,pop,454 GS FLX Titanium,99009347,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8073,G8073,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100191,yes,SRP015953,23265,23265,missing,68693.1,68693.1,missing,BROAD:SEQUENCING_SAMPLE:68693.1,BROAD:SEQUENCING_SAMPLE:68693.1,100191,missing,,,,,,
SRR578465,AMPLICON,536,2604285,PRJNA82111,SAMN01737580,5947670,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190540,16S V3-V5 region,pop,454 GS FLX Titanium,99009366,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8110,G8110,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7858,yes,SRP015953,23265,23265,missing,68730.1,68730.1,missing,BROAD:SEQUENCING_SAMPLE:68730.1,BROAD:SEQUENCING_SAMPLE:68730.1,7858,missing,,,,,,
SRR578466,AMPLICON,540,1546177,PRJNA82111,SAMN01737459,3562180,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190554,16S V3-V5 region,pop,454 GS FLX Titanium,99443825,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8223,G8223,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7022,yes,SRP015953,23468,23468,missing,71081.1,71081.1,missing,BROAD:SEQUENCING_SAMPLE:71081.1,BROAD:SEQUENCING_SAMPLE:71081.1,7022,missing,,,,,,
SRR578467,AMPLICON,489,2769132,PRJNA82111,SAMN01737585,6566439,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190672,16S V3-V5 region,pop,454 GS FLX Titanium,99443802,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8248,G8248,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7124,yes,SRP015953,23468,23468,missing,71106.1,71106.1,missing,BROAD:SEQUENCING_SAMPLE:71106.1,BROAD:SEQUENCING_SAMPLE:71106.1,7124,missing,,,,,,
SRR578468,AMPLICON,433,457889,PRJNA82111,SAMN01737438,1162383,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190666,16S V3-V5 region,pop,454 GS FLX Titanium,99009256,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8155,G8155,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7615,yes,SRP015953,23265,23265,missing,68775.1,68775.1,missing,BROAD:SEQUENCING_SAMPLE:68775.1,BROAD:SEQUENCING_SAMPLE:68775.1,7615,missing,,,,,,
SRR578469,AMPLICON,593,1590876,PRJNA82111,SAMN01737464,3534142,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190534,16S V3-V5 region,pop,454 GS FLX Titanium,97797873,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8029,G8029,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100117,yes,SRP015953,23264,23264,missing,68649.1,68649.1,missing,BROAD:SEQUENCING_SAMPLE:68649.1,BROAD:SEQUENCING_SAMPLE:68649.1,100117,missing,,,,,,
SRR578470,AMPLICON,592,2616636,PRJNA82111,SAMN01737509,5799979,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190624,16S V3-V5 region,pop,454 GS FLX Titanium,97797887,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8020,G8020,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100100,yes,SRP015953,23264,23264,missing,68640.1,68640.1,missing,BROAD:SEQUENCING_SAMPLE:68640.1,BROAD:SEQUENCING_SAMPLE:68640.1,100100,missing,,,,,,
SRR578471,AMPLICON,592,2500688,PRJNA82111,SAMN01737592,5535173,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190597,16S V3-V5 region,pop,454 GS FLX Titanium,97797900,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8002,G8002,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100075,yes,SRP015953,23264,23264,missing,68622.1,68622.1,missing,BROAD:SEQUENCING_SAMPLE:68622.1,BROAD:SEQUENCING_SAMPLE:68622.1,100075,missing,,,,,,
SRR578472,AMPLICON,525,3945905,PRJNA82111,SAMN01737461,9101099,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190645,16S V3-V5 region,pop,454 GS FLX Titanium,99443805,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8251,G8251,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7129,yes,SRP015953,23468,23468,missing,71109.1,71109.1,missing,BROAD:SEQUENCING_SAMPLE:71109.1,BROAD:SEQUENCING_SAMPLE:71109.1,7129,missing,,,,,,
SRR578473,AMPLICON,590,3074337,PRJNA82111,SAMN01737405,6822430,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190658,16S V3-V5 region,pop,454 GS FLX Titanium,97797903,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G7988,G7988,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100048,yes,SRP015953,23264,23264,missing,68608.1,68608.1,missing,BROAD:SEQUENCING_SAMPLE:68608.1,BROAD:SEQUENCING_SAMPLE:68608.1,100048,missing,,,,,,
SRR578474,AMPLICON,517,3530962,PRJNA82111,SAMN01737460,8154811,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190642,16S V3-V5 region,pop,454 GS FLX Titanium,99443787,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8268,G8268,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7181,yes,SRP015953,23468,23468,missing,71126.1,71126.1,missing,BROAD:SEQUENCING_SAMPLE:71126.1,BROAD:SEQUENCING_SAMPLE:71126.1,7181,missing,,,,,,
SRR578475,AMPLICON,588,2863922,PRJNA82111,SAMN01737487,6363773,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190572,16S V3-V5 region,pop,454 GS FLX Titanium,99009344,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8076,G8076,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100196,yes,SRP015953,23265,23265,missing,68696.1,68696.1,missing,BROAD:SEQUENCING_SAMPLE:68696.1,BROAD:SEQUENCING_SAMPLE:68696.1,100196,missing,,,,,,
SRR578476,AMPLICON,589,2591774,PRJNA82111,SAMN01737476,5749428,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190607,16S V3-V5 region,pop,454 GS FLX Titanium,97797832,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8061,G8061,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100176,yes,SRP015953,23264,23264,missing,68681.1,68681.1,missing,BROAD:SEQUENCING_SAMPLE:68681.1,BROAD:SEQUENCING_SAMPLE:68681.1,100176,missing,,,,,,
SRR578477,AMPLICON,597,3185355,PRJNA82111,SAMN01737552,6991978,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190571,16S V3-V5 region,pop,454 GS FLX Titanium,99009323,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8097,G8097,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100224,yes,SRP015953,23265,23265,missing,68717.1,68717.1,missing,BROAD:SEQUENCING_SAMPLE:68717.1,BROAD:SEQUENCING_SAMPLE:68717.1,100224,missing,,,,,,
SRR578478,AMPLICON,587,3285732,PRJNA82111,SAMN01737554,7279941,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190521,16S V3-V5 region,pop,454 GS FLX Titanium,97797899,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8003,G8003,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100077,yes,SRP015953,23264,23264,missing,68623.1,68623.1,missing,BROAD:SEQUENCING_SAMPLE:68623.1,BROAD:SEQUENCING_SAMPLE:68623.1,100077,missing,,,,,,
SRR578479,AMPLICON,559,2165033,PRJNA82111,SAMN01737549,4880867,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190691,16S V3-V5 region,pop,454 GS FLX Titanium,99009258,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8157,G8157,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7624,yes,SRP015953,23265,23265,missing,68777.1,68777.1,missing,BROAD:SEQUENCING_SAMPLE:68777.1,BROAD:SEQUENCING_SAMPLE:68777.1,7624,missing,,,,,,
SRR578480,AMPLICON,551,1711824,PRJNA82111,SAMN01737414,3690398,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190548,16S V3-V5 region,pop,454 GS FLX Titanium,85246737,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G3198,G3198,1,2012-10-01T00:00:00Z,7.21452E+11,danasfridayRun721452,PRJNA82111.MGH103070,yes,SRP015953,21011,21011,missing,37097.1,37097.1,Colon,BROAD:SEQUENCING_SAMPLE:37097.1,BROAD:SEQUENCING_SAMPLE:37097.1,MGH103070,missing,28/04/08,Human,Colon,,,
SRR578481,AMPLICON,537,4164382,PRJNA82111,SAMN00009845,9199719,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190674,16S V3-V5 region,pop,454 GS FLX Titanium,85246321,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G3198,G3198,1,2012-10-01T00:00:00Z,7.21452E+11,danasfridayRun721452,unidentified,yes,SRP015953,21011,21011,,,,,,,,,,,Colon,37078.1 37079.1 37080.1 37083.1 37084.1 37085.1 37086.1 37087.1 37088.1 37089.1 37090.1 37091.1 37094.1 37095.1 37097.1 37098.1 37099.1 37100.1,37078.1 37079.1 37080.1 37083.1 37084.1 37085.1 37086.1 37087.1 37088.1 37089.1 37090.1 37091.1 37094.1 37095.1 37097.1 37098.1 37099.1 37100.1,
SRR578482,AMPLICON,480,1258280,PRJNA82111,SAMN01737407,3021207,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190602,16S V3-V5 region,pop,454 GS FLX Titanium,99009271,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8149,G8149,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7429,yes,SRP015953,23265,23265,missing,68769.1,68769.1,missing,BROAD:SEQUENCING_SAMPLE:68769.1,BROAD:SEQUENCING_SAMPLE:68769.1,7429,missing,,,,,,
SRR578483,AMPLICON,565,2345582,PRJNA82111,SAMN01737515,5295895,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190668,16S V3-V5 region,pop,454 GS FLX Titanium,97797850,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8052,G8052,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100167,yes,SRP015953,23264,23264,missing,68672.1,68672.1,missing,BROAD:SEQUENCING_SAMPLE:68672.1,BROAD:SEQUENCING_SAMPLE:68672.1,100167,missing,,,,,,
SRR578484,AMPLICON,455,155033,PRJNA82111,SAMN01737418,411281,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190694,16S V3-V5 region,pop,454 GS FLX Titanium,99009291,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8129,G8129,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7094A,yes,SRP015953,23265,23265,missing,68749.1,68749.1,missing,BROAD:SEQUENCING_SAMPLE:68749.1,BROAD:SEQUENCING_SAMPLE:68749.1,7094A,missing,,,,,,
SRR578485,AMPLICON,597,2802195,PRJNA82111,SAMN01737545,6163878,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190536,16S V3-V5 region,pop,454 GS FLX Titanium,97797913,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G7998,G7998,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100070,yes,SRP015953,23264,23264,missing,68618.1,68618.1,missing,BROAD:SEQUENCING_SAMPLE:68618.1,BROAD:SEQUENCING_SAMPLE:68618.1,100070,missing,,,,,,
SRR578486,AMPLICON,592,2874785,PRJNA82111,SAMN01737421,6345983,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190709,16S V3-V5 region,pop,454 GS FLX Titanium,97797874,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8028,G8028,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100115,yes,SRP015953,23264,23264,missing,68648.1,68648.1,missing,BROAD:SEQUENCING_SAMPLE:68648.1,BROAD:SEQUENCING_SAMPLE:68648.1,100115,missing,,,,,,
SRR578487,AMPLICON,274,310836,PRJNA82111,SAMN01737555,962588,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190648,16S V3-V5 region,pop,454 GS FLX Titanium,99009389,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8164,G8164,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7871,yes,SRP015953,23265,23265,missing,68784.1,68784.1,missing,BROAD:SEQUENCING_SAMPLE:68784.1,BROAD:SEQUENCING_SAMPLE:68784.1,7871,missing,,,,,,
SRR578488,AMPLICON,598,2954309,PRJNA82111,SAMN01737522,6545521,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190526,16S V3-V5 region,pop,454 GS FLX Titanium,97797924,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G7978,G7978,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100001,yes,SRP015953,23264,23264,missing,68598.1,68598.1,missing,BROAD:SEQUENCING_SAMPLE:68598.1,BROAD:SEQUENCING_SAMPLE:68598.1,100001,missing,,,,,,
SRR578489,AMPLICON,399,365309,PRJNA82111,SAMN01737590,963298,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190636,16S V3-V5 region,pop,454 GS FLX Titanium,99009275,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8145,G8145,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7360,yes,SRP015953,23265,23265,missing,68765.1,68765.1,missing,BROAD:SEQUENCING_SAMPLE:68765.1,BROAD:SEQUENCING_SAMPLE:68765.1,7360,missing,,,,,,
SRR578490,AMPLICON,551,5597098,PRJNA82111,SAMN01737501,12633920,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190693,16S V3-V5 region,pop,454 GS FLX Titanium,99443812,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8243,G8243,1,2012-10-01T00:00:00Z,7.38414E+11,austinfirstjdcRun738414,PRJNA82111.7102,yes,SRP015953,23468,23468,missing,71101.1,71101.1,missing,BROAD:SEQUENCING_SAMPLE:71101.1,BROAD:SEQUENCING_SAMPLE:71101.1,7102,missing,,,,,,
SRR578491,AMPLICON,596,3413332,PRJNA82111,SAMN01737532,7528100,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190576,16S V3-V5 region,pop,454 GS FLX Titanium,99009309,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8112,G8112,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7861,yes,SRP015953,23265,23265,missing,68732.1,68732.1,missing,BROAD:SEQUENCING_SAMPLE:68732.1,BROAD:SEQUENCING_SAMPLE:68732.1,7861,missing,,,,,,
SRR578492,AMPLICON,521,427187,PRJNA82111,SAMN01737429,1019502,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190673,16S V3-V5 region,pop,454 GS FLX Titanium,99009292,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8128,G8128,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.7077B,yes,SRP015953,23265,23265,missing,68748.1,68748.1,missing,BROAD:SEQUENCING_SAMPLE:68748.1,BROAD:SEQUENCING_SAMPLE:68748.1,7077B,missing,,,,,,
SRR578493,AMPLICON,590,3082325,PRJNA82111,SAMN01737428,6829769,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190594,16S V3-V5 region,pop,454 GS FLX Titanium,97797905,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G7990,G7990,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100051,yes,SRP015953,23264,23264,missing,68610.1,68610.1,missing,BROAD:SEQUENCING_SAMPLE:68610.1,BROAD:SEQUENCING_SAMPLE:68610.1,100051,missing,,,,,,
SRR578494,AMPLICON,582,2404021,PRJNA82111,SAMN01737547,5344500,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190641,16S V3-V5 region,pop,454 GS FLX Titanium,99009329,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8084,G8084,2,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100206,yes,SRP015953,23265,23265,missing,68704.1,68704.1,missing,BROAD:SEQUENCING_SAMPLE:68704.1,BROAD:SEQUENCING_SAMPLE:68704.1,100206,missing,,,,,,
SRR578495,AMPLICON,600,3129653,PRJNA82111,SAMN01737563,6873018,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190644,16S V3-V5 region,pop,454 GS FLX Titanium,97797866,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8047,G8047,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100162,yes,SRP015953,23264,23264,missing,68667.1,68667.1,missing,BROAD:SEQUENCING_SAMPLE:68667.1,BROAD:SEQUENCING_SAMPLE:68667.1,100162,missing,,,,,,
SRR578496,AMPLICON,591,1414783,PRJNA82111,SAMN01737434,3155828,BI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX190708,16S V3-V5 region,pop,454 GS FLX Titanium,97797843,targeted-locus,SINGLE,PCR,METAGENOMIC,Genomic DNA,human gut metagenome,LS454,G8059,G8059,1,2012-10-01T00:00:00Z,7.38355E+11,DRmonRUN738355,PRJNA82111.100174,yes,SRP015953,23264,23264,missing,68679.1,68679.1,missing,BROAD:SEQUENCING_SAMPLE:68679.1,BROAD:SEQUENCING_SAMPLE:68679.1,100174,missing,,,,,,
