Run,analysis_type (exp),analysis_type (run),Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,flowcell_barcode (run),geo_loc_name_country,geo_loc_name_country_continent,GEOGRAPHIC_LOCATION,gssr_id (exp),gssr_id (run),instrument_name (run),Instrument,isolation_source,lane (run),Library Name,library_type (exp),library_type (run),LibraryLayout,LibrarySelection,LibrarySource,lsid (exp),lsid (run),material_type (exp),Organism,Platform,project (exp),project (run),read_group_id (run),ReleaseDate,root_sample_id (exp),root_sample_id (run),run_barcode (run),run_name (run),sample_id (exp),Sample_ID (run),Sample Name,sample_name,screened (run),specific_host,SRA Study,strain,work_request (exp),work_request (run)
SRR1909224,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,9989700,PRJNA269954,SAMN03398656,6470384,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950853,A117G,uncalculated,uncalculated,missing,195087,195087,SL-MAB,Illumina MiSeq,missing,1,Solexa-95837,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQP3,broadinstitute.org:bsp.prod.sample:2NQP3,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19680,G19680,A117G.1,2015-03-10T00:00:00Z,SM-2NQP3,SM-2NQP3,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQP3,SM-2NQP3,PRJNA269954.N00508,N00508,yes,missing,SRP056002,missing,30916,30916
SRR1909227,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,6009500,PRJNA269954,SAMN03398658,3983222,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950852,A117G,uncalculated,uncalculated,missing,195232,195232,SL-MAB,Illumina MiSeq,missing,1,Solexa-95775,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQOL,broadinstitute.org:bsp.prod.sample:2NQOL,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19823,G19823,A117G.1,2015-03-10T00:00:00Z,SM-2NQOL,SM-2NQOL,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQOL,SM-2NQOL,PRJNA269954.N00491,N00491,yes,missing,SRP056002,missing,30916,30916
SRR1909230,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,14172900,PRJNA269954,SAMN03398660,9246691,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950855,A117G,uncalculated,uncalculated,missing,195214,195214,SL-MAB,Illumina MiSeq,missing,1,Solexa-95757,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQO2,broadinstitute.org:bsp.prod.sample:2NQO2,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19805,G19805,A117G.1,2015-03-10T00:00:00Z,SM-2NQO2,SM-2NQO2,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQO2,SM-2NQO2,PRJNA269954.N00472,N00472,yes,missing,SRP056002,missing,30916,30916
SRR1909231,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,12450550,PRJNA269954,SAMN03398663,8082530,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950858,A117G,uncalculated,uncalculated,missing,195140,195140,SL-MAB,Illumina MiSeq,missing,1,Solexa-95815,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQQL,broadinstitute.org:bsp.prod.sample:2NQQL,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19733,G19733,A117G.1,2015-03-10T00:00:00Z,SM-2NQQL,SM-2NQQL,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQQL,SM-2NQQL,PRJNA269954.N00561,N00561,yes,missing,SRP056002,missing,30916,30916
SRR1909232,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,10435250,PRJNA269954,SAMN03398665,6749884,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950860,A117G,uncalculated,uncalculated,missing,195148,195148,SL-MAB,Illumina MiSeq,missing,1,Solexa-95836,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQQT,broadinstitute.org:bsp.prod.sample:2NQQT,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19741,G19741,A117G.1,2015-03-10T00:00:00Z,SM-2NQQT,SM-2NQQT,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQQT,SM-2NQQT,PRJNA269954.N00569,N00569,yes,missing,SRP056002,missing,30916,30916
SRR1909234,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,9376150,PRJNA269954,SAMN03398667,6089360,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950861,A117G,uncalculated,uncalculated,missing,195196,195196,SL-MAB,Illumina MiSeq,missing,1,Solexa-95741,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQNJ,broadinstitute.org:bsp.prod.sample:2NQNJ,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19787,G19787,A117G.1,2015-03-10T00:00:00Z,SM-2NQNJ,SM-2NQNJ,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQNJ,SM-2NQNJ,PRJNA269954.N00452,N00452,yes,missing,SRP056002,missing,30916,30916
SRR1909236,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2810850,PRJNA269954,SAMN03398670,1891433,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950864,A117G,uncalculated,uncalculated,missing,195138,195138,SL-MAB,Illumina MiSeq,missing,1,Solexa-95794,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQQJ,broadinstitute.org:bsp.prod.sample:2NQQJ,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19731,G19731,A117G.1,2015-03-10T00:00:00Z,SM-2NQQJ,SM-2NQQJ,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQQJ,SM-2NQQJ,PRJNA269954.N00559,N00559,yes,missing,SRP056002,missing,30916,30916
SRR1909238,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2781450,PRJNA269954,SAMN03398672,1838542,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950865,A117G,uncalculated,uncalculated,missing,195164,195164,SL-MAB,Illumina MiSeq,missing,1,Solexa-95708,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQMK,broadinstitute.org:bsp.prod.sample:2NQMK,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19755,G19755,A117G.1,2015-03-10T00:00:00Z,SM-2NQMK,SM-2NQMK,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQMK,SM-2NQMK,PRJNA269954.N00418,N00418,yes,missing,SRP056002,missing,30916,30916
SRR1909240,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,13884850,PRJNA269954,SAMN03398676,8977194,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950867,A117G,uncalculated,uncalculated,missing,195136,195136,SL-MAB,Illumina MiSeq,missing,1,Solexa-95805,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQQH,broadinstitute.org:bsp.prod.sample:2NQQH,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19729,G19729,A117G.1,2015-03-10T00:00:00Z,SM-2NQQH,SM-2NQQH,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQQH,SM-2NQQH,PRJNA269954.N00557,N00557,yes,missing,SRP056002,missing,30916,30916
SRR1909243,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,7049350,PRJNA269954,SAMN03398679,4568158,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950874,A117G,uncalculated,uncalculated,missing,195100,195100,SL-MAB,Illumina MiSeq,missing,1,Solexa-95838,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQPG,broadinstitute.org:bsp.prod.sample:2NQPG,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19693,G19693,A117G.1,2015-03-10T00:00:00Z,SM-2NQPG,SM-2NQPG,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQPG,SM-2NQPG,PRJNA269954.N00521,N00521,yes,missing,SRP056002,missing,30916,30916
SRR1909244,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,8388100,PRJNA269954,SAMN03398681,5443814,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950875,A117G,uncalculated,uncalculated,missing,195225,195225,SL-MAB,Illumina MiSeq,missing,1,Solexa-95767,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQOD,broadinstitute.org:bsp.prod.sample:2NQOD,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19816,G19816,A117G.1,2015-03-10T00:00:00Z,SM-2NQOD,SM-2NQOD,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQOD,SM-2NQOD,PRJNA269954.N00483,N00483,yes,missing,SRP056002,missing,30916,30916
SRR1909246,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,1205050,PRJNA269954,SAMN03398686,847004,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950877,A117G,uncalculated,uncalculated,missing,195097,195097,SL-MAB,Illumina MiSeq,missing,1,Solexa-95842,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQPD,broadinstitute.org:bsp.prod.sample:2NQPD,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19690,G19690,A117G.1,2015-03-10T00:00:00Z,SM-2NQPD,SM-2NQPD,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQPD,SM-2NQPD,PRJNA269954.N00518,N00518,yes,missing,SRP056002,missing,30916,30916
SRR1909248,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,6531000,PRJNA269954,SAMN03398684,4244614,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950879,A117G,uncalculated,uncalculated,missing,195166,195166,SL-MAB,Illumina MiSeq,missing,1,Solexa-95710,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQMM,broadinstitute.org:bsp.prod.sample:2NQMM,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19757,G19757,A117G.1,2015-03-10T00:00:00Z,SM-2NQMM,SM-2NQMM,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQMM,SM-2NQMM,PRJNA269954.N00420,N00420,yes,missing,SRP056002,missing,30916,30916
SRR1909249,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,17171000,PRJNA269954,SAMN03398685,11089457,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950881,A117G,uncalculated,uncalculated,missing,195112,195112,SL-MAB,Illumina MiSeq,missing,1,Solexa-95819,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQPS,broadinstitute.org:bsp.prod.sample:2NQPS,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19705,G19705,A117G.1,2015-03-10T00:00:00Z,SM-2NQPS,SM-2NQPS,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQPS,SM-2NQPS,PRJNA269954.N00533,N00533,yes,missing,SRP056002,missing,30916,30916
SRR1909251,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,14009450,PRJNA269954,SAMN03398688,9052467,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950884,A117G,uncalculated,uncalculated,missing,195172,195172,SL-MAB,Illumina MiSeq,missing,1,Solexa-95717,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQMT,broadinstitute.org:bsp.prod.sample:2NQMT,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19763,G19763,A117G.1,2015-03-10T00:00:00Z,SM-2NQMT,SM-2NQMT,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQMT,SM-2NQMT,PRJNA269954.N00427,N00427,yes,missing,SRP056002,missing,30916,30916
SRR1909252,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,16362850,PRJNA269954,SAMN03398674,10578551,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950868,A117G,uncalculated,uncalculated,missing,195120,195120,SL-MAB,Illumina MiSeq,missing,1,Solexa-95822,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQQ1,broadinstitute.org:bsp.prod.sample:2NQQ1,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19713,G19713,A117G.1,2015-03-10T00:00:00Z,SM-2NQQ1,SM-2NQQ1,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQQ1,SM-2NQQ1,PRJNA269954.N00541,N00541,yes,missing,SRP056002,missing,30916,30916
SRR1909255,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,5903100,PRJNA269954,SAMN03398677,3847234,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950871,A117G,uncalculated,uncalculated,missing,195197,195197,SL-MAB,Illumina MiSeq,missing,1,Solexa-95742,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQNK,broadinstitute.org:bsp.prod.sample:2NQNK,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19788,G19788,A117G.1,2015-03-10T00:00:00Z,SM-2NQNK,SM-2NQNK,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQNK,SM-2NQNK,PRJNA269954.N00453,N00453,yes,missing,SRP056002,missing,30916,30916
SRR1909256,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2317000,PRJNA269954,SAMN03398711,1531550,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950888,A0V63,uncalculated,uncalculated,missing,194884,194884,SL-MAB,Illumina MiSeq,missing,1,Solexa-96374,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJCN,broadinstitute.org:bsp.prod.sample:2QJCN,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19496,G19496,A0V63.1,2015-03-10T00:00:00Z,SM-2QJCN,SM-2QJCN,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJCN,SM-2QJCN,PRJNA269954.N00571,N00571,yes,missing,SRP056002,missing,30958,30958
SRR1909257,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,12206600,PRJNA269954,SAMN03398694,7964637,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950890,A117G,uncalculated,uncalculated,missing,195185,195185,SL-MAB,Illumina MiSeq,missing,1,Solexa-95729,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQN7,broadinstitute.org:bsp.prod.sample:2NQN7,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19776,G19776,A117G.1,2015-03-10T00:00:00Z,SM-2NQN7,SM-2NQN7,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQN7,SM-2NQN7,PRJNA269954.N00440,N00440,yes,missing,SRP056002,missing,30916,30916
SRR1909259,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,4300100,PRJNA269954,SAMN03398712,2821726,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950893,A117G,uncalculated,uncalculated,missing,195095,195095,SL-MAB,Illumina MiSeq,missing,1,Solexa-95801,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQPB,broadinstitute.org:bsp.prod.sample:2NQPB,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19688,G19688,A117G.1,2015-03-10T00:00:00Z,SM-2NQPB,SM-2NQPB,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQPB,SM-2NQPB,PRJNA269954.N00516,N00516,yes,missing,SRP056002,missing,30916,30916
SRR1909261,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,7410200,PRJNA269954,SAMN03398696,4710732,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950894,A0V63,uncalculated,uncalculated,missing,194987,194987,SL-MAB,Illumina MiSeq,missing,1,Solexa-96468,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2QJFJ,broadinstitute.org:bsp.prod.sample:2QJFJ,DNA:DNA Somatic,human gut metagenome,ILLUMINA,G19597,G19597,A0V63.1,2015-03-10T00:00:00Z,SM-2QJFJ,SM-2QJFJ,A0V63120618,120618_SL-MAB_0096_AMS2002574-00300,SM-2QJFJ,SM-2QJFJ,PRJNA269954.N00712,N00712,yes,missing,SRP056002,missing,30958,30958
SRR1909262,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,4849250,PRJNA269954,SAMN03398700,3156999,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950896,A117G,uncalculated,uncalculated,missing,195162,195162,SL-MAB,Illumina MiSeq,missing,1,Solexa-95706,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQMI,broadinstitute.org:bsp.prod.sample:2NQMI,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19753,G19753,A117G.1,2015-03-10T00:00:00Z,SM-2NQMI,SM-2NQMI,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQMI,SM-2NQMI,PRJNA269954.N00416,N00416,yes,missing,SRP056002,missing,30916,30916
SRR1909265,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,9962750,PRJNA269954,SAMN03398699,6518204,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950898,A117G,uncalculated,uncalculated,missing,195091,195091,SL-MAB,Illumina MiSeq,missing,1,Solexa-95832,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQP7,broadinstitute.org:bsp.prod.sample:2NQP7,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19684,G19684,A117G.1,2015-03-10T00:00:00Z,SM-2NQP7,SM-2NQP7,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQP7,SM-2NQP7,PRJNA269954.N00512,N00512,yes,missing,SRP056002,missing,30916,30916
SRR1909268,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,3203550,PRJNA269954,SAMN03398689,2136167,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950883,A117G,uncalculated,uncalculated,missing,195094,195094,SL-MAB,Illumina MiSeq,missing,1,Solexa-95796,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQPA,broadinstitute.org:bsp.prod.sample:2NQPA,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19687,G19687,A117G.1,2015-03-10T00:00:00Z,SM-2NQPA,SM-2NQPA,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQPA,SM-2NQPA,PRJNA269954.N00515,N00515,yes,missing,SRP056002,missing,30916,30916
SRR1909269,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,4901050,PRJNA269954,SAMN03398724,3214376,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950899,A117G,uncalculated,uncalculated,missing,195126,195126,SL-MAB,Illumina MiSeq,missing,1,Solexa-95846,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQQ7,broadinstitute.org:bsp.prod.sample:2NQQ7,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19719,G19719,A117G.1,2015-03-10T00:00:00Z,SM-2NQQ7,SM-2NQQ7,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQQ7,SM-2NQQ7,PRJNA269954.N00547,N00547,yes,missing,SRP056002,missing,30916,30916
SRR1909271,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,44496550,PRJNA269954,SAMN03398706,28358598,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950907,A117G,uncalculated,uncalculated,missing,195088,195088,SL-MAB,Illumina MiSeq,missing,1,Solexa-95835,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQP4,broadinstitute.org:bsp.prod.sample:2NQP4,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19681,G19681,A117G.1,2015-03-10T00:00:00Z,SM-2NQP4,SM-2NQP4,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQP4,SM-2NQP4,PRJNA269954.N00509,N00509,yes,missing,SRP056002,missing,30916,30916
SRR1909274,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,4111800,PRJNA269954,SAMN03398708,2653001,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950902,A117G,uncalculated,uncalculated,missing,195151,195151,SL-MAB,Illumina MiSeq,missing,1,Solexa-95737,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQM7,broadinstitute.org:bsp.prod.sample:2NQM7,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19742,G19742,A117G.1,2015-03-10T00:00:00Z,SM-2NQM7,SM-2NQM7,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQM7,SM-2NQM7,PRJNA269954.N00403,N00403,yes,missing,SRP056002,missing,30916,30916
SRR1909275,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,11167800,PRJNA269954,SAMN03398707,7185114,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950903,A117G,uncalculated,uncalculated,missing,195181,195181,SL-MAB,Illumina MiSeq,missing,1,Solexa-95726,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQN3,broadinstitute.org:bsp.prod.sample:2NQN3,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19772,G19772,A117G.1,2015-03-10T00:00:00Z,SM-2NQN3,SM-2NQN3,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQN3,SM-2NQN3,PRJNA269954.N00436,N00436,yes,missing,SRP056002,missing,30916,30916
SRR1909277,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,1386350,PRJNA269954,SAMN03398728,971138,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950905,A117G,uncalculated,uncalculated,missing,195211,195211,SL-MAB,Illumina MiSeq,missing,1,Solexa-95754,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQNY,broadinstitute.org:bsp.prod.sample:2NQNY,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19802,G19802,A117G.1,2015-03-10T00:00:00Z,SM-2NQNY,SM-2NQNY,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQNY,SM-2NQNY,PRJNA269954.N00469,N00469,yes,missing,SRP056002,missing,30916,30916
SRR1909279,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,16890300,PRJNA269954,SAMN03398729,10573147,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950908,A117G,uncalculated,uncalculated,missing,195115,195115,SL-MAB,Illumina MiSeq,missing,1,Solexa-95788,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQPV,broadinstitute.org:bsp.prod.sample:2NQPV,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19708,G19708,A117G.1,2015-03-10T00:00:00Z,SM-2NQPV,SM-2NQPV,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQPV,SM-2NQPV,PRJNA269954.N00536,N00536,yes,missing,SRP056002,missing,30916,30916
SRR1909282,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,2184700,PRJNA269954,SAMN03398730,1492675,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950911,A117G,uncalculated,uncalculated,missing,195191,195191,SL-MAB,Illumina MiSeq,missing,1,Solexa-95735,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQND,broadinstitute.org:bsp.prod.sample:2NQND,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19782,G19782,A117G.1,2015-03-10T00:00:00Z,SM-2NQND,SM-2NQND,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQND,SM-2NQND,PRJNA269954.N00446,N00446,yes,missing,SRP056002,missing,30916,30916
SRR1909283,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,7164850,PRJNA269954,SAMN03398719,4635034,BI,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX950920,A117G,uncalculated,uncalculated,missing,195176,195176,SL-MAB,Illumina MiSeq,missing,1,Solexa-95721,WholeGenomeShotgun,WholeGenomeShotgun,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:2NQMX,broadinstitute.org:bsp.prod.sample:2NQMX,DNA:DNA Genomic,human gut metagenome,ILLUMINA,G19767,G19767,A117G.1,2015-03-10T00:00:00Z,SM-2NQMX,SM-2NQMX,A117G120614,120614_SL-MAB_0095_AMS2002465-00300,SM-2NQMX,SM-2NQMX,PRJNA269954.N00431,N00431,yes,missing,SRP056002,missing,30916,30916
