Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,host_subject_ID,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR8057807,AMPLICON,350,15120350,PRJNA436359,SAMN10242008,Metagenome or environmental,8267363,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887330,USA,North America,USA,Homo sapiens,G75063_SubjectID_5170,Illumina MiSeq,G75063,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75063,SRP165757
SRR8057808,AMPLICON,350,19201000,PRJNA436359,SAMN10242007,Metagenome or environmental,10911969,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887329,USA,North America,USA,Homo sapiens,G75061_SubjectID_7966,Illumina MiSeq,G75061,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75061,SRP165757
SRR8057809,AMPLICON,350,11762800,PRJNA436359,SAMN10242498,Metagenome or environmental,8376853,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887328,USA,North America,USA,Homo sapiens,G104222_SubjectID_2249,Illumina MiSeq,G104222,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104222,SRP165757
SRR8057810,AMPLICON,350,3461150,PRJNA436359,SAMN10242497,Metagenome or environmental,2524406,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887327,USA,North America,USA,Homo sapiens,G104195_SubjectID_9658,Illumina MiSeq,G104195,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104195,SRP165757
SRR8057811,AMPLICON,350,13383300,PRJNA436359,SAMN10242004,Metagenome or environmental,9515319,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887326,USA,North America,USA,Homo sapiens,G104225_SubjectID_11323,Illumina MiSeq,G104225,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104225,SRP165757
SRR8057812,AMPLICON,350,16983400,PRJNA436359,SAMN10242003,Metagenome or environmental,9601782,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887325,USA,North America,USA,Homo sapiens,G75206_SubjectID_2703,Illumina MiSeq,G75206,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75206,SRP165757
SRR8057813,AMPLICON,350,3815700,PRJNA436359,SAMN10242006,Metagenome or environmental,2156260,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887324,USA,North America,USA,Homo sapiens,G74933_comb_SubjectID_12548,Illumina MiSeq,G74933_comb,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74933_comb,SRP165757
SRR8057814,AMPLICON,350,2585800,PRJNA436359,SAMN10242005,Metagenome or environmental,1496868,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887323,USA,North America,USA,Homo sapiens,G90250_SubjectID_15212,Illumina MiSeq,G90250,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90250,SRP165757
SRR8057815,AMPLICON,350,16585100,PRJNA436359,SAMN10242000,Metagenome or environmental,8179355,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887322,USA,North America,USA,Homo sapiens,G93136_SubjectID_3906,Illumina MiSeq,G93136,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93136,SRP165757
SRR8057816,AMPLICON,350,14346500,PRJNA436359,SAMN10241999,Metagenome or environmental,7046249,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887321,USA,North America,USA,Homo sapiens,G93137_SubjectID_12617,Illumina MiSeq,G93137,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93137,SRP165757
SRR8057817,AMPLICON,350,22327900,PRJNA436359,SAMN10242002,Metagenome or environmental,11256524,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887320,USA,North America,USA,Homo sapiens,G93134_SubjectID_2703,Illumina MiSeq,G93134,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93134,SRP165757
SRR8057818,AMPLICON,350,13038550,PRJNA436359,SAMN10242001,Metagenome or environmental,6459728,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887319,USA,North America,USA,Homo sapiens,G93135_SubjectID_1616,Illumina MiSeq,G93135,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93135,SRP165757
SRR8057819,AMPLICON,350,2824150,PRJNA436359,SAMN10242532,Metagenome or environmental,1380723,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887318,USA,North America,USA,Homo sapiens,G75018_SubjectID_6424,Illumina MiSeq,G75018,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75018,SRP165757
SRR8057820,AMPLICON,350,14103600,PRJNA436359,SAMN10242501,Metagenome or environmental,7832407,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887317,USA,North America,USA,Homo sapiens,G75050_SubjectID_14748,Illumina MiSeq,G75050,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75050,SRP165757
SRR8057821,AMPLICON,350,13478150,PRJNA436359,SAMN10242389,Metagenome or environmental,7513226,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887316,USA,North America,USA,Homo sapiens,G75040_SubjectID_10272,Illumina MiSeq,G75040,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75040,SRP165757
SRR8057822,AMPLICON,350,32079250,PRJNA436359,SAMN10242648,Metagenome or environmental,22564150,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887315,USA,North America,USA,Homo sapiens,G94335_SubjectID_7802,Illumina MiSeq,G94335,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94335,SRP165757
SRR8057823,AMPLICON,350,16539600,PRJNA436359,SAMN10241927,Metagenome or environmental,8211484,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887314,USA,North America,USA,Homo sapiens,G93121_SubjectID_12881,Illumina MiSeq,G93121,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93121,SRP165757
SRR8057824,AMPLICON,350,48208650,PRJNA436359,SAMN10242707,Metagenome or environmental,28069150,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887441,USA,North America,USA,Homo sapiens,G90302_SubjectID_9334,Illumina MiSeq,G90302,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90302,SRP165757
SRR8057825,AMPLICON,350,40743500,PRJNA436359,SAMN10242514,Metagenome or environmental,26587864,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887440,USA,North America,USA,Homo sapiens,G94781_SubjectID_57,Illumina MiSeq,G94781,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94781,SRP165757
SRR8057826,AMPLICON,350,12438650,PRJNA436359,SAMN10242727,Metagenome or environmental,6802955,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887439,USA,North America,USA,Homo sapiens,G90237_SubjectID_2392,Illumina MiSeq,G90237,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90237,SRP165757
SRR8057827,AMPLICON,350,82391050,PRJNA436359,SAMN10242513,Metagenome or environmental,55588755,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887438,USA,North America,USA,Homo sapiens,G96076_SubjectID_12916,Illumina MiSeq,G96076,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96076,SRP165757
SRR8057828,AMPLICON,350,69013000,PRJNA436359,SAMN10242354,Metagenome or environmental,46422631,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887437,USA,North America,USA,Homo sapiens,G96128_SubjectID_13045,Illumina MiSeq,G96128,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96128,SRP165757
SRR8057829,AMPLICON,350,57881600,PRJNA436359,SAMN10242516,Metagenome or environmental,40721880,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887436,USA,North America,USA,Homo sapiens,G104289_SubjectID_9563,Illumina MiSeq,G104289,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104289,SRP165757
SRR8057830,AMPLICON,350,28691950,PRJNA436359,SAMN10242515,Metagenome or environmental,19056016,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887435,USA,North America,USA,Homo sapiens,G94780_SubjectID_13380,Illumina MiSeq,G94780,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94780,SRP165757
SRR8057831,AMPLICON,350,129070900,PRJNA436359,SAMN10242510,Metagenome or environmental,87450086,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887434,USA,North America,USA,Homo sapiens,G96073_SubjectID_9149,Illumina MiSeq,G96073,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96073,SRP165757
SRR8057832,AMPLICON,350,107726850,PRJNA436359,SAMN10242509,Metagenome or environmental,72619542,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887433,USA,North America,USA,Homo sapiens,G96070_SubjectID_1739,Illumina MiSeq,G96070,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96070,SRP165757
SRR8057833,AMPLICON,350,58455600,PRJNA436359,SAMN10242753,Metagenome or environmental,40874690,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887432,USA,North America,USA,Homo sapiens,G94328_SubjectID_11516,Illumina MiSeq,G94328,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94328,SRP165757
SRR8057834,AMPLICON,350,4195800,PRJNA436359,SAMN10242408,Metagenome or environmental,2233926,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887431,USA,North America,USA,Homo sapiens,G74927_SubjectID_10377,Illumina MiSeq,G74927,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G74927,SRP165757
SRR8057835,AMPLICON,350,74816350,PRJNA436359,SAMN10242512,Metagenome or environmental,50036057,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887430,USA,North America,USA,Homo sapiens,G96075_SubjectID_11668,Illumina MiSeq,G96075,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96075,SRP165757
SRR8057836,AMPLICON,350,15727250,PRJNA436359,SAMN10242407,Metagenome or environmental,10369459,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887429,USA,North America,USA,Homo sapiens,G94658_SubjectID_5356,Illumina MiSeq,G94658,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94658,SRP165757
SRR8057837,AMPLICON,350,35362950,PRJNA436359,SAMN10242511,Metagenome or environmental,23865671,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887428,USA,North America,USA,Homo sapiens,G96072_SubjectID_8070,Illumina MiSeq,G96072,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96072,SRP165757
SRR8057838,AMPLICON,350,19272050,PRJNA436359,SAMN10242476,Metagenome or environmental,9716320,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887427,USA,North America,USA,Homo sapiens,G93236_SubjectID_13045,Illumina MiSeq,G93236,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93236,SRP165757
SRR8057839,AMPLICON,350,12743150,PRJNA436359,SAMN10241997,Metagenome or environmental,6070234,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887426,USA,North America,USA,Homo sapiens,G93131_SubjectID_1748,Illumina MiSeq,G93131,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93131,SRP165757
SRR8057840,AMPLICON,350,10271800,PRJNA436359,SAMN10241949,Metagenome or environmental,6449942,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887425,USA,North America,USA,Homo sapiens,G94554_SubjectID_12881,Illumina MiSeq,G94554,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94554,SRP165757
SRR8057841,AMPLICON,350,18238150,PRJNA436359,SAMN10242400,Metagenome or environmental,10262983,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887424,USA,North America,USA,Homo sapiens,G90167_SubjectID_3711,Illumina MiSeq,G90167,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90167,SRP165757
SRR8057842,AMPLICON,350,20033300,PRJNA436359,SAMN10242399,Metagenome or environmental,13089518,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887423,USA,North America,USA,Homo sapiens,G94652_SubjectID_6333,Illumina MiSeq,G94652,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94652,SRP165757
SRR8057843,AMPLICON,350,61300400,PRJNA436359,SAMN10242402,Metagenome or environmental,39933894,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887422,USA,North America,USA,Homo sapiens,G94657_SubjectID_10840,Illumina MiSeq,G94657,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94657,SRP165757
SRR8057844,AMPLICON,350,143541650,PRJNA436359,SAMN10242675,Metagenome or environmental,85046531,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887421,USA,North America,USA,Homo sapiens,G90266_comb_SubjectID_2171,Illumina MiSeq,G90266_comb,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G90266_comb,SRP165757
SRR8057845,AMPLICON,350,52000900,PRJNA436359,SAMN10242674,Metagenome or environmental,34564418,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887420,USA,North America,USA,Homo sapiens,G94759_SubjectID_5323,Illumina MiSeq,G94759,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94759,SRP165757
SRR8057846,AMPLICON,350,5221300,PRJNA436359,SAMN10242673,Metagenome or environmental,2531108,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887419,USA,North America,USA,Homo sapiens,G75009_SubjectID_10050,Illumina MiSeq,G75009,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G75009,SRP165757
SRR8057847,AMPLICON,350,17417750,PRJNA436359,SAMN10242672,Metagenome or environmental,12341550,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887418,USA,North America,USA,Homo sapiens,G104279_SubjectID_9924,Illumina MiSeq,G104279,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104279,SRP165757
SRR8057848,AMPLICON,350,23588950,PRJNA436359,SAMN10242475,Metagenome or environmental,11864383,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887417,USA,North America,USA,Homo sapiens,G93235_SubjectID_12815,Illumina MiSeq,G93235,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93235,SRP165757
SRR8057849,AMPLICON,350,25758950,PRJNA436359,SAMN10242401,Metagenome or environmental,16667339,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887416,USA,North America,USA,Homo sapiens,G94650_SubjectID_10343,Illumina MiSeq,G94650,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94650,SRP165757
SRR8057850,AMPLICON,350,84373800,PRJNA436359,SAMN10242669,Metagenome or environmental,59195647,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887415,USA,North America,USA,Homo sapiens,G104272_SubjectID_14392,Illumina MiSeq,G104272,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104272,SRP165757
SRR8057851,AMPLICON,350,36800050,PRJNA436359,SAMN10242404,Metagenome or environmental,24117523,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887414,USA,North America,USA,Homo sapiens,G94655_SubjectID_9764,Illumina MiSeq,G94655,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94655,SRP165757
SRR8057852,AMPLICON,350,9074450,PRJNA436359,SAMN10242678,Metagenome or environmental,6035155,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887413,USA,North America,USA,Homo sapiens,G92961_SubjectID_5694,Illumina MiSeq,G92961,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G92961,SRP165757
SRR8057853,AMPLICON,350,9667700,PRJNA436359,SAMN10242677,Metagenome or environmental,6537089,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887412,USA,North America,USA,Homo sapiens,G92963_SubjectID_12804,Illumina MiSeq,G92963,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G92963,SRP165757
SRR8057854,AMPLICON,350,39178650,PRJNA436359,SAMN10242403,Metagenome or environmental,25654559,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887411,USA,North America,USA,Homo sapiens,G94656_SubjectID_13308,Illumina MiSeq,G94656,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94656,SRP165757
SRR8057855,AMPLICON,350,11804450,PRJNA436359,SAMN10242629,Metagenome or environmental,8377062,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887410,USA,North America,USA,Homo sapiens,G104189_SubjectID_5694,Illumina MiSeq,G104189,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104189,SRP165757
SRR8057856,AMPLICON,350,7094500,PRJNA436359,SAMN10241958,Metagenome or environmental,5070282,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887409,USA,North America,USA,Homo sapiens,G104217_SubjectID_11369,Illumina MiSeq,G104217,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G104217,SRP165757
SRR8057857,AMPLICON,350,8807400,PRJNA436359,SAMN10241990,Metagenome or environmental,4584044,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887408,USA,North America,USA,Homo sapiens,G93252_SubjectID_12425,Illumina MiSeq,G93252,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G93252,SRP165757
SRR8057858,AMPLICON,350,2481500,PRJNA436359,SAMN10242103,Metagenome or environmental,1755138,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887407,USA,North America,USA,Homo sapiens,G96115_SubjectID_1108,Illumina MiSeq,G96115,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96115,SRP165757
SRR8057859,AMPLICON,350,6960450,PRJNA436359,SAMN10242104,Metagenome or environmental,4390740,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887406,USA,North America,USA,Homo sapiens,G94532_SubjectID_1061,Illumina MiSeq,G94532,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94532,SRP165757
SRR8057860,AMPLICON,350,5844300,PRJNA436359,SAMN10242105,Metagenome or environmental,3619092,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887405,USA,North America,USA,Homo sapiens,G94533_SubjectID_8534,Illumina MiSeq,G94533,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94533,SRP165757
SRR8057861,AMPLICON,350,7713650,PRJNA436359,SAMN10242106,Metagenome or environmental,4810506,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887404,USA,North America,USA,Homo sapiens,G94531_SubjectID_12997,Illumina MiSeq,G94531,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G94531,SRP165757
SRR8057862,AMPLICON,350,262560900,PRJNA436359,SAMN10242099,Metagenome or environmental,176609922,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887403,USA,North America,USA,Homo sapiens,G96119_SubjectID_8477,Illumina MiSeq,G96119,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96119,SRP165757
SRR8057863,AMPLICON,350,82119800,PRJNA436359,SAMN10242100,Metagenome or environmental,55338463,HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH,2012/2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4887402,USA,North America,USA,Homo sapiens,G96112_SubjectID_9765,Illumina MiSeq,G96112,PAIRED,PCR,GENOMIC,human gut metagenome,ILLUMINA,2018-10-15T00:00:00Z,G96112,SRP165757
